age_group,income_group,city_tier,purchase_frequency,preowned_willingness,auth_importance,discount_threshold,trust_score,max_spend,luxe_loop_interest
25-34,25-50K,Tier 3,Never,Maybe,Low,0%,3.03,162883,0
25-34,50K-1L,Tier 3,Rarely,No,Low,0%,3.54,173764,0
35-44,50K-1L,Tier 1,Frequently,No,Medium,10-20%,1.28,139322,0
35-44,25-50K,Tier 2,Frequently,Maybe,High,20-40%,2.02,116241,1
25-34,1L-2L,Tier 1,Frequently,No,High,40%+,2.45,265858,1
35-44,<25K,Tier 2,Never,Maybe,Medium,0%,2.89,42266,0
35-44,1L-2L,Tier 3,Rarely,Maybe,Low,20-40%,1.18,190773,1
35-44,2L+,Tier 1,Rarely,Maybe,Medium,0%,1.56,295548,1
45+,50K-1L,Tier 1,Occasionally,No,High,10-20%,2.11,208254,0
35-44,<25K,Tier 1,Never,Maybe,Medium,10-20%,4.89,96831,1
45+,<25K,Tier 3,Frequently,No,Low,10-20%,2.33,48518,0
45+,2L+,Tier 1,Frequently,Maybe,Low,10-20%,2.93,300000,1
35-44,2L+,Tier 3,Rarely,No,High,40%+,1.78,299688,1
25-34,25-50K,Tier 2,Frequently,Maybe,Medium,40%+,3.44,147978,0
35-44,50K-1L,Tier 3,Rarely,Definitely,Medium,0%,2.12,154951,0
18-24,50K-1L,Tier 2,Rarely,Definitely,High,20-40%,1.83,167319,0
25-34,1L-2L,Tier 3,Occasionally,Definitely,Medium,10-20%,3.07,227492,1
45+,25-50K,Tier 3,Never,Maybe,High,10-20%,1.02,116817,1
45+,25-50K,Tier 1,Rarely,No,Medium,40%+,1.03,139320,1
25-34,25-50K,Tier 3,Rarely,Maybe,Low,40%+,1.88,136388,1
25-34,25-50K,Tier 1,Rarely,Maybe,High,10-20%,1.15,89952,0
35-44,50K-1L,Tier 2,Occasionally,Maybe,Medium,20-40%,1.43,191829,0
45+,50K-1L,Tier 2,Rarely,Maybe,Medium,0%,2.36,179862,0
18-24,25-50K,Tier 1,Never,No,Medium,0%,4.21,155841,1
35-44,1L-2L,Tier 2,Never,Maybe,High,0%,3.29,262230,1
25-34,<25K,Tier 3,Frequently,Definitely,Low,0%,3.05,58268,0
45+,<25K,Tier 1,Never,Definitely,Medium,20-40%,2.17,70983,0
25-34,1L-2L,Tier 1,Frequently,Definitely,High,20-40%,4.73,236670,1
25-34,25-50K,Tier 1,Never,Maybe,Medium,20-40%,2.59,94542,0
25-34,50K-1L,Tier 2,Frequently,No,Low,40%+,1.35,170434,0
35-44,<25K,Tier 2,Rarely,No,Low,10-20%,3.47,134931,0
18-24,2L+,Tier 3,Occasionally,No,Low,20-40%,1.46,227798,1
18-24,2L+,Tier 3,Occasionally,Maybe,High,0%,2.38,273154,1
45+,1L-2L,Tier 1,Occasionally,No,Medium,20-40%,3.03,243110,1
25-34,25-50K,Tier 3,Rarely,Definitely,High,10-20%,4.5,147461,1
18-24,<25K,Tier 2,Occasionally,No,Medium,40%+,2.97,77437,0
25-34,25-50K,Tier 3,Never,Maybe,High,0%,3.81,112115,1
45+,<25K,Tier 2,Frequently,Maybe,Medium,40%+,4.97,104355,0
25-34,1L-2L,Tier 3,Rarely,No,High,20-40%,1.53,200164,1
18-24,1L-2L,Tier 2,Occasionally,Maybe,Medium,0%,2.1,177201,1
25-34,2L+,Tier 2,Never,No,High,0%,2.58,299691,1
18-24,25-50K,Tier 3,Never,No,Low,20-40%,2.69,146067,0
45+,2L+,Tier 3,Rarely,Definitely,High,20-40%,2.64,277433,1
25-34,25-50K,Tier 2,Rarely,Maybe,Low,10-20%,4.63,150881,1
18-24,2L+,Tier 1,Occasionally,Definitely,Low,20-40%,3.86,300000,1
45+,50K-1L,Tier 3,Frequently,Maybe,Medium,20-40%,3.43,188786,1
25-34,50K-1L,Tier 2,Occasionally,No,Low,20-40%,2.24,190480,0
45+,50K-1L,Tier 3,Occasionally,Maybe,Low,0%,4.3,187050,1
18-24,50K-1L,Tier 3,Rarely,No,Medium,10-20%,4.82,224439,1
25-34,<25K,Tier 3,Occasionally,Maybe,High,0%,4.28,99215,0
25-34,50K-1L,Tier 3,Occasionally,Definitely,High,20-40%,1.01,163981,0
25-34,1L-2L,Tier 3,Frequently,Definitely,Low,10-20%,3.55,210098,1
45+,1L-2L,Tier 1,Never,No,High,20-40%,1.2,217739,0
45+,<25K,Tier 1,Never,Definitely,Low,0%,2.03,53660,0
18-24,50K-1L,Tier 1,Frequently,No,High,0%,1.24,149634,0
35-44,50K-1L,Tier 2,Never,No,High,20-40%,3.42,167892,0
25-34,50K-1L,Tier 1,Occasionally,No,High,10-20%,3.75,166175,1
25-34,2L+,Tier 1,Frequently,Maybe,Low,0%,1.46,300000,1
18-24,25-50K,Tier 2,Frequently,No,Medium,20-40%,2.54,152026,1
25-34,2L+,Tier 1,Rarely,Definitely,High,40%+,2.82,300000,1
45+,25-50K,Tier 3,Never,Maybe,High,20-40%,2.48,100342,0
45+,50K-1L,Tier 1,Rarely,Definitely,High,20-40%,1.48,166225,1
25-34,50K-1L,Tier 1,Occasionally,No,Low,10-20%,2.68,150929,0
25-34,2L+,Tier 1,Frequently,No,Medium,20-40%,4.0,276086,1
45+,2L+,Tier 3,Occasionally,Definitely,Low,40%+,1.28,244437,0
25-34,25-50K,Tier 3,Never,Maybe,High,20-40%,1.32,137991,0
45+,1L-2L,Tier 3,Rarely,Definitely,Low,40%+,2.42,216275,1
35-44,25-50K,Tier 3,Never,No,High,0%,4.77,169067,0
35-44,2L+,Tier 2,Occasionally,Maybe,High,20-40%,3.67,298782,1
25-34,2L+,Tier 3,Rarely,No,Low,10-20%,3.71,300000,1
25-34,<25K,Tier 3,Never,No,High,20-40%,2.45,44911,0
25-34,2L+,Tier 3,Occasionally,Definitely,High,40%+,3.37,300000,1
45+,<25K,Tier 3,Never,No,Medium,40%+,1.04,83328,0
35-44,1L-2L,Tier 2,Frequently,Definitely,Low,10-20%,3.54,215932,1
35-44,25-50K,Tier 1,Rarely,Maybe,Low,40%+,4.65,166642,1
18-24,25-50K,Tier 1,Rarely,No,High,20-40%,3.45,141222,0
18-24,<25K,Tier 3,Rarely,No,High,40%+,4.49,90350,0
25-34,25-50K,Tier 3,Frequently,Maybe,Low,20-40%,3.9,122521,0
45+,2L+,Tier 3,Rarely,Definitely,Low,20-40%,1.48,250417,1
25-34,50K-1L,Tier 1,Frequently,No,Low,40%+,4.61,237096,1
35-44,<25K,Tier 1,Rarely,Maybe,High,10-20%,1.27,62713,0
25-34,25-50K,Tier 3,Never,No,Medium,0%,3.14,147042,0
25-34,<25K,Tier 1,Never,Definitely,Medium,10-20%,1.57,49882,0
35-44,<25K,Tier 2,Never,Definitely,High,0%,1.05,44902,0
35-44,50K-1L,Tier 3,Never,Definitely,High,10-20%,2.69,198539,0
35-44,2L+,Tier 3,Frequently,Definitely,High,20-40%,2.18,244808,1
35-44,<25K,Tier 2,Occasionally,Maybe,Low,20-40%,2.94,71095,0
18-24,25-50K,Tier 2,Occasionally,No,High,40%+,3.31,133780,1
45+,1L-2L,Tier 1,Never,Maybe,Low,0%,1.17,213927,1
45+,<25K,Tier 2,Occasionally,Definitely,Medium,0%,1.49,61318,0
35-44,<25K,Tier 3,Occasionally,Definitely,High,40%+,3.23,90216,0
45+,50K-1L,Tier 1,Rarely,Definitely,High,10-20%,2.37,187557,0
45+,2L+,Tier 2,Frequently,Definitely,Low,40%+,3.92,300000,1
45+,1L-2L,Tier 1,Never,No,Low,10-20%,3.61,216383,1
45+,25-50K,Tier 1,Occasionally,Definitely,Low,40%+,4.38,138116,0
35-44,1L-2L,Tier 1,Occasionally,No,Medium,0%,3.77,261595,1
25-34,25-50K,Tier 1,Never,Definitely,Medium,0%,2.72,145092,0
25-34,2L+,Tier 2,Rarely,No,High,10-20%,3.69,259442,1
25-34,25-50K,Tier 3,Never,No,High,0%,2.1,128029,0
18-24,50K-1L,Tier 3,Rarely,Definitely,Low,0%,2.23,132735,0
45+,50K-1L,Tier 2,Occasionally,Maybe,Medium,0%,4.16,192538,1
35-44,50K-1L,Tier 3,Frequently,Maybe,High,0%,2.79,215855,1
35-44,50K-1L,Tier 1,Rarely,Maybe,Low,20-40%,4.19,172942,1
18-24,1L-2L,Tier 1,Rarely,Maybe,Low,40%+,4.29,226213,1
35-44,2L+,Tier 1,Never,Maybe,Medium,40%+,4.43,300000,1
25-34,25-50K,Tier 2,Occasionally,Definitely,Medium,20-40%,4.67,115843,0
18-24,25-50K,Tier 1,Frequently,Definitely,High,0%,2.72,114544,0
35-44,50K-1L,Tier 1,Never,Definitely,High,40%+,2.28,184728,0
18-24,50K-1L,Tier 2,Never,Definitely,Low,40%+,3.33,170614,1
18-24,<25K,Tier 1,Frequently,Definitely,Low,40%+,2.48,70080,0
35-44,2L+,Tier 1,Occasionally,Definitely,Low,10-20%,3.4,298883,1
25-34,1L-2L,Tier 3,Frequently,No,High,20-40%,3.82,246630,1
35-44,25-50K,Tier 2,Never,No,Medium,10-20%,3.75,142836,1
45+,<25K,Tier 1,Never,Definitely,High,10-20%,2.5,68217,1
45+,<25K,Tier 1,Rarely,Definitely,Medium,20-40%,1.67,74101,0
35-44,25-50K,Tier 1,Frequently,No,High,40%+,2.72,124725,0
25-34,1L-2L,Tier 1,Frequently,No,High,10-20%,1.57,224856,1
45+,<25K,Tier 3,Frequently,Definitely,Medium,40%+,4.56,85661,1
45+,<25K,Tier 3,Never,No,High,10-20%,2.38,70148,0
35-44,2L+,Tier 3,Occasionally,Maybe,High,40%+,1.62,246400,0
35-44,1L-2L,Tier 3,Never,Maybe,Low,0%,1.1,210299,1
35-44,<25K,Tier 2,Rarely,Maybe,Medium,0%,3.58,69579,0
18-24,1L-2L,Tier 1,Never,No,Medium,0%,3.55,213219,1
18-24,25-50K,Tier 3,Never,Definitely,Low,20-40%,2.36,128773,0
18-24,50K-1L,Tier 1,Never,Definitely,Medium,0%,1.29,167154,1
35-44,<25K,Tier 2,Rarely,Definitely,Low,10-20%,2.64,92057,0
25-34,2L+,Tier 1,Frequently,No,Medium,40%+,2.24,263777,1
45+,25-50K,Tier 1,Occasionally,No,Medium,40%+,3.71,145261,0
18-24,1L-2L,Tier 3,Occasionally,Maybe,Medium,40%+,3.42,245215,1
25-34,25-50K,Tier 3,Rarely,No,Medium,40%+,2.46,133495,0
35-44,<25K,Tier 2,Frequently,Maybe,Low,10-20%,1.87,52186,0
18-24,1L-2L,Tier 1,Frequently,Maybe,Low,40%+,4.95,252487,1
35-44,50K-1L,Tier 3,Rarely,Definitely,Medium,10-20%,2.82,185482,0
25-34,25-50K,Tier 3,Never,No,High,10-20%,3.75,137643,1
18-24,<25K,Tier 3,Frequently,Definitely,Low,40%+,1.56,23870,0
18-24,2L+,Tier 2,Occasionally,Definitely,Medium,40%+,2.94,282609,1
18-24,1L-2L,Tier 1,Rarely,No,Low,40%+,1.11,255350,0
18-24,25-50K,Tier 3,Occasionally,No,High,10-20%,3.02,122999,0
25-34,25-50K,Tier 1,Never,Maybe,High,20-40%,4.86,134038,0
18-24,50K-1L,Tier 2,Rarely,Maybe,High,10-20%,2.54,182866,1
45+,50K-1L,Tier 1,Occasionally,Maybe,Medium,20-40%,1.16,167847,0
45+,2L+,Tier 3,Occasionally,Maybe,Medium,40%+,1.12,285054,1
35-44,2L+,Tier 1,Never,Definitely,High,10-20%,2.55,250342,1
18-24,<25K,Tier 1,Rarely,Definitely,Low,40%+,1.64,81027,0
45+,<25K,Tier 2,Frequently,No,Low,20-40%,1.09,72708,0
45+,2L+,Tier 2,Frequently,Maybe,High,20-40%,4.02,287357,1
45+,2L+,Tier 1,Occasionally,Maybe,Medium,10-20%,2.83,285073,1
25-34,1L-2L,Tier 1,Never,Maybe,Low,10-20%,2.16,242189,1
18-24,50K-1L,Tier 1,Occasionally,Definitely,Low,10-20%,4.6,213446,1
25-34,<25K,Tier 2,Never,No,Low,10-20%,1.46,41739,0
25-34,50K-1L,Tier 2,Frequently,Definitely,Medium,0%,4.82,214603,1
45+,50K-1L,Tier 1,Occasionally,No,High,0%,2.26,171306,0
45+,2L+,Tier 2,Occasionally,No,Medium,40%+,4.55,296957,1
35-44,1L-2L,Tier 3,Never,Definitely,Low,20-40%,3.41,235563,1
18-24,25-50K,Tier 2,Rarely,Definitely,High,20-40%,4.31,140095,1
18-24,1L-2L,Tier 2,Never,No,Medium,40%+,4.94,273234,1
45+,1L-2L,Tier 2,Rarely,Definitely,High,40%+,2.15,219825,1
45+,50K-1L,Tier 3,Frequently,Definitely,Low,40%+,4.84,176009,1
18-24,1L-2L,Tier 3,Occasionally,No,Medium,0%,2.56,217729,1
35-44,<25K,Tier 3,Occasionally,No,High,40%+,2.54,78973,0
45+,50K-1L,Tier 1,Never,Maybe,Medium,20-40%,2.36,198184,1
35-44,<25K,Tier 1,Never,Definitely,Low,40%+,3.17,93761,0
25-34,25-50K,Tier 3,Frequently,No,High,10-20%,1.62,99189,0
45+,50K-1L,Tier 1,Frequently,Definitely,Low,20-40%,3.21,231803,1
25-34,25-50K,Tier 1,Rarely,Definitely,High,20-40%,3.17,136995,0
45+,50K-1L,Tier 1,Frequently,No,Low,20-40%,4.05,216007,0
25-34,2L+,Tier 3,Frequently,Maybe,Low,0%,4.33,290265,1
45+,1L-2L,Tier 2,Frequently,No,Medium,0%,2.76,238267,1
35-44,2L+,Tier 3,Frequently,No,Low,20-40%,2.21,288889,1
35-44,25-50K,Tier 3,Rarely,Definitely,Medium,10-20%,2.04,144763,0
35-44,1L-2L,Tier 1,Frequently,Maybe,Low,20-40%,1.78,238947,0
25-34,50K-1L,Tier 1,Rarely,No,Low,0%,1.23,179743,1
35-44,1L-2L,Tier 2,Never,Definitely,Low,10-20%,2.37,217398,1
25-34,<25K,Tier 2,Occasionally,No,High,20-40%,2.08,59365,0
45+,1L-2L,Tier 2,Never,Definitely,Medium,0%,4.87,255352,1
25-34,<25K,Tier 2,Frequently,No,High,10-20%,3.23,100962,0
45+,1L-2L,Tier 3,Occasionally,Maybe,Medium,40%+,2.39,219445,1
18-24,<25K,Tier 2,Frequently,No,Low,40%+,3.32,104503,0
18-24,25-50K,Tier 3,Frequently,Definitely,High,20-40%,1.56,144652,0
18-24,2L+,Tier 1,Never,No,Medium,40%+,2.78,259473,1
25-34,50K-1L,Tier 2,Frequently,Maybe,Low,0%,3.5,168261,1
18-24,1L-2L,Tier 1,Never,Maybe,Medium,10-20%,2.96,226792,1
18-24,2L+,Tier 1,Frequently,Maybe,Medium,20-40%,2.61,282252,1
18-24,50K-1L,Tier 3,Rarely,Maybe,Low,10-20%,4.98,189308,1
45+,50K-1L,Tier 2,Occasionally,Definitely,High,10-20%,4.52,222244,1
35-44,<25K,Tier 3,Never,No,Low,10-20%,3.49,93381,0
25-34,25-50K,Tier 1,Never,Maybe,High,0%,3.28,133588,1
18-24,25-50K,Tier 2,Occasionally,No,Medium,20-40%,3.48,106081,0
45+,2L+,Tier 1,Never,Definitely,Medium,40%+,1.81,241783,1
35-44,25-50K,Tier 1,Occasionally,No,Medium,10-20%,2.58,131420,1
35-44,1L-2L,Tier 2,Rarely,No,High,10-20%,1.16,168948,1
35-44,25-50K,Tier 2,Frequently,Maybe,Low,10-20%,2.9,149252,0
45+,2L+,Tier 2,Rarely,Maybe,High,0%,3.17,278536,1
18-24,25-50K,Tier 3,Frequently,Definitely,Medium,40%+,1.91,183961,0
35-44,1L-2L,Tier 3,Occasionally,No,Medium,10-20%,4.86,294758,1
45+,<25K,Tier 1,Rarely,Definitely,Low,0%,4.64,92771,0
45+,2L+,Tier 2,Frequently,Definitely,High,0%,3.89,286773,1
25-34,<25K,Tier 1,Occasionally,Definitely,Medium,10-20%,3.13,101211,0
45+,<25K,Tier 1,Frequently,Maybe,High,10-20%,4.48,128863,1
35-44,<25K,Tier 1,Never,Maybe,High,0%,1.52,32439,0
35-44,50K-1L,Tier 1,Never,No,Low,0%,4.16,155872,1
45+,50K-1L,Tier 1,Occasionally,No,Low,10-20%,1.5,152559,0
35-44,<25K,Tier 2,Frequently,No,Medium,0%,4.18,103454,0
45+,2L+,Tier 3,Never,Maybe,Low,0%,2.1,280937,0
35-44,1L-2L,Tier 2,Rarely,Maybe,High,10-20%,4.51,266495,1
25-34,1L-2L,Tier 2,Frequently,Definitely,Low,10-20%,4.78,223806,1
18-24,25-50K,Tier 2,Frequently,Maybe,High,20-40%,1.6,69677,0
25-34,2L+,Tier 3,Never,Definitely,Medium,40%+,2.85,295660,1
25-34,50K-1L,Tier 3,Never,Definitely,High,10-20%,4.92,182636,1
18-24,<25K,Tier 3,Occasionally,Maybe,Low,10-20%,2.93,38930,0
35-44,25-50K,Tier 2,Frequently,Definitely,Low,10-20%,4.45,147401,1
18-24,1L-2L,Tier 3,Rarely,Definitely,Medium,40%+,3.35,249363,1
45+,50K-1L,Tier 1,Never,No,Low,20-40%,2.5,172558,0
18-24,50K-1L,Tier 3,Frequently,Definitely,Medium,0%,2.14,162243,1
25-34,<25K,Tier 2,Never,Maybe,Medium,40%+,1.81,64912,0
18-24,1L-2L,Tier 2,Occasionally,Maybe,Low,10-20%,4.05,233088,1
35-44,2L+,Tier 1,Frequently,Definitely,High,10-20%,2.55,248539,1
25-34,50K-1L,Tier 3,Frequently,No,Medium,20-40%,3.05,166206,1
45+,<25K,Tier 3,Occasionally,Maybe,High,20-40%,2.97,90125,0
35-44,2L+,Tier 1,Rarely,Maybe,Low,20-40%,3.31,289533,1
25-34,1L-2L,Tier 2,Never,No,High,0%,4.46,247961,1
45+,50K-1L,Tier 2,Occasionally,Definitely,High,40%+,4.92,179297,0
35-44,2L+,Tier 3,Frequently,Maybe,High,40%+,2.63,272669,1
45+,2L+,Tier 3,Occasionally,Definitely,High,20-40%,4.31,249558,1
18-24,2L+,Tier 3,Frequently,Definitely,Low,0%,4.06,294169,1
18-24,50K-1L,Tier 3,Occasionally,Definitely,Low,40%+,3.29,211477,1
45+,50K-1L,Tier 3,Rarely,Definitely,High,10-20%,4.82,168717,1
18-24,25-50K,Tier 2,Frequently,Maybe,Low,10-20%,1.8,106281,0
45+,1L-2L,Tier 2,Occasionally,No,Low,10-20%,1.44,220982,0
35-44,<25K,Tier 2,Rarely,Maybe,Medium,40%+,4.42,119256,1
25-34,2L+,Tier 2,Rarely,No,Low,20-40%,2.76,268635,1
45+,25-50K,Tier 1,Never,Definitely,High,10-20%,4.39,130054,0
25-34,<25K,Tier 2,Frequently,No,Low,20-40%,4.57,56321,0
25-34,25-50K,Tier 1,Never,Definitely,Low,0%,1.25,114568,0
45+,50K-1L,Tier 2,Rarely,Maybe,Low,10-20%,4.53,236141,1
18-24,2L+,Tier 3,Never,Maybe,Low,0%,2.79,283447,1
35-44,<25K,Tier 3,Never,No,Medium,20-40%,3.04,79954,0
25-34,<25K,Tier 3,Occasionally,Definitely,High,40%+,3.51,91541,0
35-44,<25K,Tier 1,Never,Definitely,High,20-40%,4.71,96878,0
25-34,<25K,Tier 2,Rarely,No,Low,10-20%,1.08,44539,0
45+,<25K,Tier 2,Never,Definitely,Low,10-20%,2.91,95565,0
18-24,25-50K,Tier 1,Frequently,Definitely,Medium,20-40%,3.75,142015,0
35-44,2L+,Tier 1,Occasionally,Definitely,Low,10-20%,3.89,289252,1
25-34,50K-1L,Tier 1,Rarely,Maybe,Medium,10-20%,3.77,168192,1
45+,50K-1L,Tier 1,Never,Maybe,High,0%,1.54,191470,0
45+,50K-1L,Tier 1,Frequently,Maybe,High,40%+,2.2,185294,1
25-34,50K-1L,Tier 3,Rarely,Definitely,Medium,20-40%,2.43,163241,0
25-34,25-50K,Tier 2,Never,Maybe,High,0%,4.22,162236,1
25-34,1L-2L,Tier 1,Occasionally,Definitely,Low,10-20%,2.12,211248,1
18-24,2L+,Tier 3,Never,Definitely,Low,0%,1.84,252759,1
25-34,<25K,Tier 1,Rarely,No,Medium,40%+,4.83,83105,0
25-34,1L-2L,Tier 3,Rarely,Definitely,High,20-40%,1.04,174978,1
18-24,50K-1L,Tier 1,Rarely,Maybe,High,40%+,4.99,209330,1
45+,1L-2L,Tier 2,Frequently,Maybe,Medium,40%+,3.71,200477,1
25-34,2L+,Tier 1,Never,Definitely,Medium,0%,4.31,268531,1
35-44,<25K,Tier 1,Never,Maybe,High,0%,2.18,30288,0
45+,<25K,Tier 2,Never,Definitely,Medium,40%+,1.06,58878,0
35-44,2L+,Tier 2,Occasionally,No,Low,10-20%,3.95,286493,1
25-34,2L+,Tier 1,Frequently,Definitely,High,20-40%,4.34,286866,1
18-24,50K-1L,Tier 2,Frequently,Definitely,Medium,10-20%,3.96,168748,1
18-24,<25K,Tier 2,Occasionally,No,Medium,10-20%,1.57,42255,0
18-24,1L-2L,Tier 3,Frequently,Maybe,Medium,20-40%,4.01,249387,1
25-34,25-50K,Tier 2,Occasionally,No,High,0%,4.08,129788,1
25-34,25-50K,Tier 2,Rarely,No,Low,10-20%,3.63,142627,0
35-44,2L+,Tier 1,Rarely,Definitely,Low,0%,4.06,272895,1
18-24,50K-1L,Tier 1,Frequently,Definitely,High,20-40%,4.38,197421,0
25-34,25-50K,Tier 3,Rarely,No,Medium,10-20%,3.45,160565,0
45+,<25K,Tier 1,Rarely,Maybe,High,0%,1.35,75223,0
25-34,2L+,Tier 2,Rarely,No,High,0%,2.95,271251,0
25-34,1L-2L,Tier 2,Never,Maybe,Medium,10-20%,1.31,218243,1
45+,2L+,Tier 2,Rarely,No,High,20-40%,2.63,271486,1
18-24,1L-2L,Tier 1,Never,No,Low,40%+,2.63,226457,1
45+,2L+,Tier 2,Occasionally,Maybe,High,0%,1.26,256087,1
18-24,2L+,Tier 2,Occasionally,No,Medium,20-40%,2.4,270713,1
45+,2L+,Tier 3,Occasionally,Definitely,High,10-20%,1.44,268641,1
35-44,1L-2L,Tier 3,Occasionally,No,Low,0%,4.23,222432,1
18-24,1L-2L,Tier 3,Occasionally,Definitely,High,0%,4.79,227582,1
25-34,2L+,Tier 1,Rarely,Maybe,High,0%,1.29,235129,1
35-44,25-50K,Tier 2,Rarely,Maybe,High,20-40%,4.82,116194,1
18-24,50K-1L,Tier 2,Rarely,Definitely,High,0%,3.09,156554,1
18-24,50K-1L,Tier 2,Occasionally,No,Medium,0%,2.2,175189,1
18-24,50K-1L,Tier 3,Occasionally,Definitely,Low,10-20%,1.31,145244,1
45+,1L-2L,Tier 2,Never,Definitely,Low,0%,3.0,240272,1
18-24,1L-2L,Tier 2,Frequently,Maybe,Low,20-40%,4.18,242494,0
25-34,25-50K,Tier 2,Rarely,Definitely,High,10-20%,3.83,98929,0
18-24,50K-1L,Tier 2,Frequently,No,Low,40%+,1.2,175099,1
25-34,50K-1L,Tier 2,Occasionally,Definitely,Medium,10-20%,1.29,179115,0
25-34,2L+,Tier 1,Occasionally,Maybe,High,0%,2.61,256222,1
25-34,1L-2L,Tier 2,Occasionally,No,High,40%+,2.18,230203,1
35-44,50K-1L,Tier 1,Frequently,Maybe,Low,10-20%,1.93,152170,1
25-34,25-50K,Tier 2,Never,Definitely,High,0%,2.12,123153,0
45+,25-50K,Tier 1,Occasionally,Definitely,High,10-20%,4.21,116810,0
18-24,50K-1L,Tier 2,Never,Maybe,Low,20-40%,4.72,161337,1
45+,1L-2L,Tier 2,Never,Maybe,Medium,0%,2.62,218543,1
35-44,25-50K,Tier 2,Rarely,No,Medium,20-40%,4.62,143725,1
18-24,2L+,Tier 2,Frequently,Maybe,Low,0%,2.29,264946,1
25-34,25-50K,Tier 3,Occasionally,Maybe,Medium,20-40%,2.91,105419,0
18-24,<25K,Tier 2,Never,Definitely,Medium,40%+,1.9,61002,0
35-44,<25K,Tier 1,Frequently,Definitely,Medium,20-40%,3.56,90985,0
35-44,1L-2L,Tier 3,Frequently,Maybe,High,10-20%,4.92,248302,1
45+,50K-1L,Tier 3,Occasionally,Maybe,High,0%,3.41,187750,1
18-24,1L-2L,Tier 2,Rarely,Definitely,High,10-20%,2.43,210897,1
18-24,1L-2L,Tier 1,Rarely,No,Medium,20-40%,3.59,259334,1
18-24,1L-2L,Tier 1,Never,No,High,0%,1.49,191376,1
45+,1L-2L,Tier 3,Rarely,No,Medium,20-40%,4.55,255251,1
35-44,2L+,Tier 1,Rarely,No,Low,40%+,3.01,300000,1
25-34,2L+,Tier 2,Rarely,Definitely,Medium,40%+,2.8,287618,1
18-24,25-50K,Tier 2,Frequently,Maybe,High,40%+,3.34,129349,0
45+,<25K,Tier 2,Occasionally,No,Medium,20-40%,3.5,74434,0
45+,1L-2L,Tier 2,Frequently,Definitely,High,20-40%,1.29,233621,0
25-34,25-50K,Tier 2,Frequently,Maybe,High,40%+,3.73,108840,1
35-44,<25K,Tier 3,Occasionally,No,Low,20-40%,1.97,50297,0
18-24,50K-1L,Tier 2,Frequently,Maybe,Low,10-20%,3.86,180648,1
18-24,2L+,Tier 2,Never,No,High,20-40%,4.29,300000,1
45+,<25K,Tier 3,Never,Maybe,Medium,10-20%,4.22,99795,1
35-44,50K-1L,Tier 3,Frequently,No,Low,40%+,3.21,162739,0
18-24,<25K,Tier 3,Rarely,No,Low,20-40%,3.08,74593,0
25-34,2L+,Tier 1,Frequently,Maybe,High,40%+,1.57,253413,1
35-44,2L+,Tier 1,Rarely,Maybe,Medium,0%,4.1,276804,1
35-44,25-50K,Tier 2,Frequently,Maybe,Low,20-40%,2.09,140477,0
45+,1L-2L,Tier 2,Never,Definitely,Low,20-40%,2.99,202465,0
45+,<25K,Tier 2,Rarely,Definitely,Medium,40%+,2.14,103575,0
18-24,<25K,Tier 1,Never,Maybe,Low,40%+,1.54,81964,0
45+,50K-1L,Tier 2,Frequently,Definitely,Medium,40%+,3.52,207017,1
35-44,2L+,Tier 2,Occasionally,No,High,0%,1.22,252941,1
18-24,<25K,Tier 1,Rarely,Maybe,Low,0%,3.99,86901,0
18-24,2L+,Tier 3,Rarely,Definitely,High,40%+,2.27,244036,1
35-44,<25K,Tier 1,Frequently,Maybe,Medium,20-40%,1.0,49506,0
18-24,25-50K,Tier 2,Frequently,No,High,20-40%,3.04,140273,0
25-34,1L-2L,Tier 1,Rarely,No,High,40%+,1.19,237821,1
25-34,<25K,Tier 3,Occasionally,Definitely,High,10-20%,2.1,48856,0
18-24,2L+,Tier 3,Frequently,No,Medium,0%,3.83,280989,1
45+,25-50K,Tier 3,Frequently,Maybe,Medium,0%,1.25,109474,0
25-34,<25K,Tier 3,Frequently,Definitely,Medium,10-20%,4.36,65684,0
18-24,50K-1L,Tier 3,Occasionally,Maybe,Medium,40%+,1.02,172026,0
25-34,1L-2L,Tier 3,Rarely,Maybe,Medium,20-40%,1.99,205420,1
45+,<25K,Tier 2,Never,Maybe,Low,20-40%,3.96,85692,0
35-44,25-50K,Tier 2,Frequently,No,Low,0%,2.27,113661,1
18-24,50K-1L,Tier 1,Occasionally,Maybe,Low,10-20%,1.41,148313,1
18-24,25-50K,Tier 2,Rarely,No,High,20-40%,2.44,124259,0
18-24,25-50K,Tier 3,Rarely,Maybe,High,0%,2.08,116487,0
18-24,50K-1L,Tier 2,Occasionally,No,Medium,20-40%,4.37,186262,1
18-24,25-50K,Tier 1,Frequently,No,Medium,20-40%,2.25,107930,0
18-24,50K-1L,Tier 3,Never,No,Low,20-40%,4.16,197990,1
45+,<25K,Tier 2,Frequently,Maybe,Medium,0%,4.57,128772,0
35-44,50K-1L,Tier 2,Rarely,Maybe,High,10-20%,2.74,180197,0
45+,50K-1L,Tier 1,Never,No,Medium,40%+,4.64,216322,1
45+,1L-2L,Tier 3,Frequently,Maybe,Low,10-20%,2.51,197295,1
35-44,50K-1L,Tier 1,Never,No,Medium,20-40%,4.86,201755,1
45+,50K-1L,Tier 3,Occasionally,Maybe,High,10-20%,1.36,141652,1
